Text ,Slang,Abbreviations,Text meaning
Nhìn mê luôn,,,Nhìn mê luôn
Bài này đẹp xỉu xong tuyết bay giấy bay nữa nó thơ quên lối về luôn ấy,,,Bài này đẹp xỉu xong tuyết bay giấy bay nữa nó thơ quên lối về luôn ấy
D1 vẫn là bạch nguyệt quang ở đây mn thấy đều chứ D1 là mn quẩy sung lắc sung lắm,"bạch nguyệt quang, quẩy",mn,D1 vẫn là người trong mộng ở đây mọi người thấy đều chứ D1 là mọi người nhảy sung lắc sung lắm
Đứng dưới cứ tưởng đang ở Nga phê vl,phê vl,vl,Đứng dưới cứ tưởng đang ở Nga đỉnh thật
Đỉnh,,,Đỉnh
Gần sân khấu thì được ngắm mấy anh rõ hơn ngồi xa thì thấy đc anh kenji đánh quả đèn tuyệt phẩm chỗ nào cũng gây thương nhớ,,dc,Gần sân khấu thì được ngắm mấy anh rõ hơn ngồi xa thì thấy được anh kenji đánh quả đèn tuyệt phẩm chỗ nào cũng gây thương nhớ
Mấy cái sóng đó là do khói hiệu ứng á bạn,,,Mấy cái sóng đó là do khói hiệu ứng á bạn
Tui xin vid up story được khum,khum,,Tui xin vid up story được không
Ông anh t làm đèn cái đó kiểu như thả 1 mớ khói rồi chỉnh đèn fill theo nhạc kk,,t,Ông anh tôi làm đèn cái đó kiểu như thả 1 mớ khói rồi chỉnh đèn fill theo nhạc kk
Thần đèn nhà này siêuuu đỉnh,Thần đèn,,người điều khiển đèn nhà này siêuuu đỉnh
Đỉnh cao vcđ Nhái con khóc,"vcđ, nhái con",,Đỉnh cao thật người ủng hộ chương trình anh trai say hi khóc
Này là lễ hội âm thanh ánh sáng chứ hông phải cc,,cc,Này là lễ hội âm thanh ánh sáng chứ hông phải concert
Cực quang cũng chỉ đến vậy mà thoii,,,Cực quang cũng chỉ đến vậy mà thoii
Ảo thật đấy,,,Ảo thật đấy
View tái sinh thấy ghen tỵ ko hề nhẹ vì ko đc nhìn cái sự ảo diệu này,,"ko, dc",View tái sinh thấy ghen tỵ không hề nhẹ vì không được nhìn cái sự ảo diệu này
đm phận đứng ngang sân khấu nên đ biết đèn ảo như này ạ khóc thì thôi mấy khu nhìn ngang chính ra tầm nhìn chán nhât,"đm, đ","đm, đ",chết tiệt phận đứng ngang sân khấu nên không biết đèn ảo như này ạ khóc thì thôi mấy khu nhìn ngang chính ra tầm nhìn chán nhât
Giống đang coi mấy ông thần đèn thi với nhau á tr ơi,Thần đèn,tr,Giống đang coi mấy ông điều khiển đèn thi với nhau á trời ơi
Lý do bé dâu dâu bị anh N giấu tên la,,N,Lý do bé dâu dâu bị anh Negav giấu tên la
thương cún ngúk nhiều,ngúk,ngúk,thương cún ngốc nhiều
Tụi mình ở đây để tổng hợp cmt của trên live,,cmt,Tụi mình ở đây để tổng hợp comment của trên live
Top 1 lý do các author nhà chưa ra chap mới Lo high ke ngoài đời,,,Top 1 lý do các author nhà chưa ra chap mới Lo high ke ngoài đời
phấn đấu 2025 mỗi cúp lé đều có 1 người za trưởng 1 người sợ bị la nên ko dám làm lâu lâu có lén làm nhưng ko đáng kể,cúp lé,"za, ko",phấn đấu 2025 mỗi cặp đôi đều có 1 người gia trưởng 1 người sợ bị la nên không dám làm lâu lâu có lén làm nhưng không đáng kể
Có một loại thế hệ GenZ như mình kiểu,GenZ,,Có một loại thế hệ thế hệ trẻ như mình kiểu
không Anh trai say hi,,,không Anh trai say hi
không Anh trai vượt ngàn chông gai,,,không Anh trai vượt ngàn chông gai
không Phê la,,,không Phê la
không trà sữa Bông Biêng,,,không trà sữa Bông Biêng
không Babythree,,,không Babythree
không Labubu,,,không Labubu
không xem phim Hàn,,,không xem phim Hàn
Càng chỗ đông người càng tránh là sao nhỉ nhiều khi thấy mình già quá,,,Càng chỗ đông người càng tránh là sao nhỉ nhiều khi thấy mình già quá
Có một loại pick me kiểu,pick me,,Có một loại Người tìm kiếm sự chú ý kiểu
Chắc mình già rồi nên mình không,,,Chắc mình già rồi nên mình không
Chắc có mỗi t con trai con gái mà không,,t,Chắc có mỗi tao con trai con gái mà không
Chắc có mỗi t gen Z mà không,gen Z,t,Chắc có mỗi tao thế hệ trẻ mà không
Là pick me đó ba thể hiện thượng đẳng cc gì ở đây,"pick me, cc",cc,Là người tìm kiếm sự chú ý đó ba thể hiện thượng đẳng cái gì ở đây
phục vụ cho tôi 1 cốc khác biệt,,,phục vụ cho tôi 1 cốc khác biệt
Do những thứ phù phiếm cố gắng thu hút sự chú ý của bạn lại ko đủ vs bạn Bạn ko khác biệt bạn đang tỉnh thức hơn thôi,,"ko, vs",Do những thứ phù phiếm cố gắng thu hút sự chú ý của bạn lại không đủ với bạn Bạn không khác biệt bạn đang tỉnh thức hơn thôi
Biết xài threads mà đou có già đou,,đou,Biết xài threads mà đâu có già đâu
chắc m sục nhiều,,m,chắc mày sục nhiều
mình chỉ già thôi k có quá nhưng mà tôi như bạn nhé nhiều cái k biết là gì k biết gì sao hot,,k ,mình chỉ già thôi không có quá nhưng mà tôi như bạn nhé nhiều cái không biết là gì không biết gì sao hot
t ko dùng threads chúng ta khác nhau,,"t, ko",tôi không dùng threads chúng ta khác nhau
Có hết,,,Có hết
"9x đọc mà ko hiểu gen z viết ta ơi, Phê la với bông biêng là cái gì vậy","gen Z, 9x",ko,"những người sinh vào năm 1990 đến năm 1999 đọc mà không hiểu thế hệ trẻ viết ta ơi, Phê la với bông biêng là cái gì vậy"
Hehe là nhãn hiệu thôi ạ,,,Hehe là nhãn hiệu thôi ạ
Tui tui tui,,,Tui tui tui
Thì mình có niềm vui khác miễn là bạn thấy hạnh phúc và vui vẻ là được ti tỉ nhiều điều thú vị trong cuộc sống mà nên không phải là già hay trẻ mà nó nằm ở sở thích và thú vui lựa chọn của mỗi người nè,,,Thì mình có niềm vui khác miễn là bạn thấy hạnh phúc và vui vẻ là được ti tỉ nhiều điều thú vị trong cuộc sống mà nên không phải là già hay trẻ mà nó nằm ở sở thích và thú vui lựa chọn của mỗi người nè
Toi cx vị,vị,cx,Toi cũng vậy
vị kem này ngon nhỉ,,,vị kem này ngon nhỉ
cầu thủ mắc lỗi việt vị trên sân ,,,cầu thủ mắc lỗi việt vị trên sân 
Đơn giản vì mình đéll có tiền,đéll,,Đơn giản vì mình không có tiền
Cứ cuối tháng lại thành đỗ nghèo khỉ ,đỗ nghèo khỉ,,Cứ cuối tháng lại thành người nghèo
Tỉnh táo vậy là TỐT,,,Tỉnh táo vậy là TỐT
Các bảnh cho mình xin chút highly recomment một vài quán cf có thể ngồi học bài làm việc yên tĩnh có không gian view hoặc quanh quận Hà Đông thì càng tốt Mình cảm ơn ạ,bảnh,cf,Các bạn cho mình xin chút highly recomment một vài quán cà phê có thể ngồi học bài làm việc yên tĩnh có không gian view hoặc quanh quận Hà Đông thì càng tốt Mình cảm ơn ạ
Góc đính chính Tôi quá có lỗi khi k check kỹ Xin lỗi các bạn Say Hi con,Say Hi con,,Góc đính chính Tôi quá có lỗi khi không check kỹ Xin lỗi các bạn ủng hộ chương trình anh trai say hi
B lại có lỗi r đính chính ctoi là himom và nghịch tử Vie nhé,himon,"b, r, ctoi",Bạn lại có lỗi rồi đính chính chúng tôi là ban tổ chức chương trình anh trai say hi và nghịch tử Vie nhé
Ông nào bên SH xác nhận vụ vé 20 củ ăn bánh cuốn vs mỳ tôm giúp tôi đc ko,củ,"sh, dc, ko, vs",Ông nào bên SH xác nhận vụ vé 20 triệu ăn bánh cuốn với mỳ tôm giúp tôi được không
Fan atsh sau đêm qua mình k hơn thua mình hơn hẳn Ừ đr vì gai con k ĐƯỢC pháo hoa rơi vào người,gai con,"atsh, k, đr",Fan anh trai say hi sau đêm qua mình không hơn thua mình hơn hẳn Ừ đúng rồi vì những người ủng hộ chương trình anh trai vượt ngàn chông gai không ĐƯỢC pháo hoa rơi vào người
Chúng mày bị MÙ CÓ ĐIỀU KIỆN à,mù có điều kiện,,Chúng mày bị mù quáng à
Tôi là Gai con mà cũng thấy cấn vụ các mom lôi page TTCP ra gáy nữa Bên ATSH cũng bao nhiêu bài mà Làm vầy người ta vô mắng cho cũng không oan,"Gai con, mom","ATSH, TTCP",Tôi là người ủng hộ chương trình anh trai vượt ngàn chông gai mà cũng thấy cấn vụ các bạn lôi page thông tin chính phủ ra gáy nữa Bên anh trai say hi cũng bao nhiêu bài mà Làm vầy người ta vô mắng cho cũng không oan
cái hơn duy nhất là gậy lightsick ra khè,,,cái hơn duy nhất là gậy lightsick ra khè
Tao nói thật cứ tranh cãi nhau ai hơn ai làm gì cuộc chiến này như kiểu rô với si hay bts với exo thời đỉnh cao ấy sẽ ko bao h có hồi kết đâu,,"ko, h",Tao nói thật cứ tranh cãi nhau ai hơn ai làm gì cuộc chiến này như kiểu rô với si hay bts với exo thời đỉnh cao ấy sẽ không bao giờ có hồi kết đâu
Hình như trong này có loài lưỡng cư,,,Hình như trong này có loài lưỡng cư
Mình không hơn thua vì mình hơn hẳn,,,Mình không hơn thua vì mình hơn hẳn
1 hồi nó cãi k được lại thành nạn nhân bây giờ,,k,1 hồi nó cãi không được lại thành nạn nhân bây giờ
Cái nào cũng hay mà sao lại thế,,,Cái nào cũng hay mà sao lại thế
So sánh quài mệt l vậy,l,l,So sánh quài mệt mỏi vậy
tụi nó khùng mà,,,tụi nó khùng mà
Gì đây kick war à biến dùm nha,,,Gì đây kick war à biến dùm nha
Đâu đứa nào vô cãi t nghe coi Không hơn thua vì chúng tôi hơn hẳn,,t,Đâu đứa nào vô cãi tao nghe coi Không hơn thua vì chúng tôi hơn hẳn
nói chung là người của nhà nước thì nó lại là toàn thắng,,,nói chung là người của nhà nước thì nó lại là toàn thắng
Ngoài techcombank thì ai tài trợ cho CG vậy nhỉ Chứ bên S2 người ta thuộc luôn slogan của nhà tài trợ kìa Rồi thương mại nào thắng vậy,,"CG, s2",Ngoài techcombank thì ai tài trợ cho chông gai vậy nhỉ Chứ bên say hi người ta thuộc luôn slogan của nhà tài trợ kìa Rồi thương mại nào thắng vậy
Thì bỏ tiền vào truyền thông cả mớ mua bài 1 đống bảo sao ko thắng,,ko,Thì bỏ tiền vào truyền thông cả mớ mua bài 1 đống bảo sao không thắng
tại toàn nghệ sĩ gạo cội với mang đậm bản sắc văn hoá nên dc nthe k chịu thua nên lôi cái mua bài à Làm như nhà mình k mua,,"ko, dc, nthe",tại toàn nghệ sĩ gạo cội với mang đậm bản sắc văn hoá nên được như thế không chịu thua nên lôi cái mua bài à Làm như nhà mình không mua
Có câu nào t nói ko mua à đối tác truyền thông cả sớ con vỉa gọi bằng cụ nói ko đúng hay gì mà giãy ghê thế,,"t, ko",Có câu nào tao nói không mua à đối tác truyền thông cả sớ con vỉa gọi bằng cụ nói không đúng hay gì mà giãy ghê thế
thì tại ngta có năng lực nên dc nthe Ghen tị hay sao mà cứ vào hơn thua,,"ngta, dc, nthe",thì tại người ta có năng lực nên được như thế Ghen tị hay sao mà cứ vào hơn thua
Ok năng lực book bài,,,Ok năng lực book bài
Lại mù có điều kiện rồi,mù có điều kiện,,Lại mù quáng rồi
TTCP cũng đăng ATSH còn thương mại truyền thông và tổ chức thì gọi SH bằng cụ Riêng cái đi vệ sinh dội nước đã ô uế vô cùng,,"ATSH, TTCP",Thông tin Chính Phủ cũng đăng Anh trai Say hi còn thương mại truyền thông và tổ chức thì gọi Say Hi bằng cụ Riêng cái đi vệ sinh dội nước đã ô uế vô cùng
Này bật mí là đêm qua admin của Thông tin chính phủ có đi xem nhaaaaaa,,,Này bật mí là đêm qua người điều hành của Thông tin chính phủ có đi xem nhaaaaaa
Show đỉnh vậy ko đi tiếc lắm Show xịn khủng khiếp,,ko,Chương trình đỉnh vậy không đi tiếc lắm Chương trình xịn khủng khiếp
Anh Trai Say Hi không hơn thua do hơn hẳn nhé hehe,,,Anh Trai Say Hi không hơn thua do hơn hẳn nhé hehe
đêm qua thỏ hoá thần còn chúng tôi hoá thú,,,đêm qua thỏ hoá thần còn chúng tôi hoá thú
không đi thì thôi chứ đi là xác định luỵ hoàng tử thêm tám chục năm nữa,,,không đi thì thôi chứ đi là xác định luỵ hoàng tử thêm tám chục năm nữa
"Mưa trên phố Huế chưa đủ ồn ai có source nhét chung vào đi ạ Cái sân khấu của bài này rất rất rất rất đẹp màu tím nhưng không sến không lòe loẹt mà nhìn nó sang nó cung đình Huế gì đâu luôn á Bài này bài tủ nên mình chỉ quay 1 đoạn thôi xong ngồi thưởng thức
  ",,source,"Mưa trên phố Huế chưa đủ ồn ai có nguồn nhét chung vào đi ạ Cái sân khấu của bài này rất rất rất rất đẹp màu tím nhưng không sến không lòe loẹt mà nhìn nó sang nó cung đình Huế gì đâu luôn á Bài này bài tủ nên mình chỉ quay 1 đoạn thôi xong ngồi thưởng thức
  "
Hãy nhìn cái hình số 2 bạn sẽ biết được LED ở giữa là để chiếu visual minh họa cho bài hát chứ hem phải chiếu hình mấy anh Tài nha,,"LED, visual",Hãy nhìn cái hình số 2 bạn sẽ biết được đèn led ở giữa là để chiếu hình ảnh minh họa cho bài hát chứ hem phải chiếu hình mấy anh Tài nha
Để cái hình ở đây đánh dấu một mùa hè rực rỡ kéo dài sang tận mùa đông cmnl và khả năng cao là sẽ kéo tới cuối mùa xuân năm sau,cmnr,cmnr,Để cái hình ở đây đánh dấu một mùa hè rực rỡ kéo dài sang tận mùa đông luôn rồi và khả năng cao là sẽ kéo tới cuối mùa xuân năm sau
Xác nhận đúng nhé Mình bán thịt y mẹ bạn Tuần tự cho mình nghỉ 1 buổi nhưng thấy happy vô cùng,,,Xác nhận đúng nhé Mình bán thịt y mẹ bạn Tuần tự cho mình nghỉ 1 buổi nhưng thấy vui vô cùng
"Bán thịt tiền tươi thóc thật đắt hàng thì tươi hơn Tết Họ hàng nhà mình phải đến chục chị e bán thịt Còn khoẻ hơn mình trên HN về đầu óc Tất nhiên tư duy mối quan hệ con cái tầm nhìn điều kiện sống thì không bằng trên Hn Nói chung làm thì quen thôi Vd như anh rể mình làm pgs dạy trường chuyên hồi bé học kém còn chị bạn cùng lớp học giỏi giờ bán thịt lợn, con anh rể 1 bạn học tiến sĩ đi khắp nơi trên thế giới 1 bạn Bkhoa còn con bác thịt lợn học trung cấp thôi",,"HN, Vd, pgs, Bkhoa","Bán thịt tiền tươi thóc thật đắt hàng thì tươi hơn Tết Họ hàng nhà mình phải đến chục chị e bán thịt Còn khoẻ hơn mình trên Hà Nội về đầu óc Tất nhiên tư duy mối quan hệ con cái tầm nhìn điều kiện sống thì không bằng trên Hà Nội Nói chung làm thì quen thôi Ví dụ như anh rể mình làm phó giáo sư dạy trường chuyên hồi bé học kém còn chị bạn cùng lớp học giỏi giờ bán thịt lợn, con anh rể 1 bạn học tiến sĩ đi khắp nơi trên thế giới 1 bạn Bách khoa còn con bác thịt lợn học trung cấp thôi"
Ye hạnh phúc nằm ở góc nhìn của mỗi người mà Chỉ cần mình thấy hạnh phúc là được rùi,,,Ye hạnh phúc nằm ở góc nhìn của mỗi người mà Chỉ cần mình thấy hạnh phúc là được rồi
Quan trọng là mẹ bạn đã làm công việc đó bao nhiêu năm trời đã quen với nhịp sống đó rồi Nghĩa là họ mặc định 1 ngày làm sẽ 14 tiếng chưa kể thu nhập sẽ cải thiện theo thời gian chưa kể con cái cũng đã lớn tất nhiên sẽ ngày càng vơi bớt nỗi lo lại chẳng cảm thấy thoải mái hơn Cho nên ko thể dùng đó để so sánh với cv và tinh thần của bạn bây h đc bởi mẹ bạn cũng đâu phải lúc nào cũng vui vẻ tích cực Cái cần rút ra ở đây là sự kiên trì quyết tâm tính trách nhiệm chứ ko phải vui vẻ,,"cv,h, đc, ko",Quan trọng là mẹ bạn đã làm công việc đó bao nhiêu năm trời đã quen với nhịp sống đó rồi Nghĩa là họ mặc định 1 ngày làm sẽ 14 tiếng chưa kể thu nhập sẽ cải thiện theo thời gian chưa kể con cái cũng đã lớn tất nhiên sẽ ngày càng vơi bớt nỗi lo lại chẳng cảm thấy thoải mái hơn Cho nên không thể dùng đó để so sánh với công việc và tinh thần của bạn bây giờ được bởi mẹ bạn cũng đâu phải lúc nào cũng vui vẻ tích cực Cái cần rút ra ở đây là sự kiên trì quyết tâm tính trách nhiệm chứ không phải vui vẻ
Mẹ bạn là làm chủ cho chính mình còn b là làm thuê cho ng khác Làm chủ khi nào cũng vui hơn r mệt cũng là làm cho mình mà,,"b, ng, r",Mẹ bạn là làm chủ cho chính mình còn bạn là làm thuê cho người khác Làm chủ khi nào cũng vui hơn rồi mệt cũng là làm cho mình mà
Rấc đúng nha kkk nhà tui y vậy may mắn đông khách,,,Rấc đúng nha kkk nhà tui y vậy may mắn đông khách
Chính xác,,,Chính xác
Đi làm với mục đích là rèn luyện kỹ năng hoặc đó là cái nghề nuôi mình cả đời thì phải chịu áp lực thôi Còn đi làm chỉ vì tiền thì thôi kiếm việc nhẹ đầu cho khoẻ,,,Đi làm với mục đích là rèn luyện kỹ năng hoặc đó là cái nghề nuôi mình cả đời thì phải chịu áp lực thôi Còn đi làm chỉ vì tiền thì thôi kiếm việc nhẹ đầu cho khoẻ
Chân lý đó nha bạn Mình cũng vừa nhận ra,,,Chân lý đó nha bạn Mình cũng vừa nhận ra
Đúng rồi đó bà T đi làm 7h sáng tới 10h tối về ai cũng kêu cực nhưng mà t zui nên ko thấy mệt lâu lâu mới mệt xí thôi,zui,"t, 7h, 10h",Đúng rồi đó bà T đi làm 7 giờ sáng tới 10 giờ tối về ai cũng kêu cực nhưng mà tao vui nên không thấy mệt lâu lâu mới mệt xí thôi
Đúng rùi í ở môi trường tích cực làm ngày 12 tiếng không thấy mệt Còn ở môi trường toxic thì nghĩ đến việc đi làm thấy mệt mỏi rùi í ,,rùi,Đúng rồi í ở môi trường tích cực làm ngày 12 tiếng không thấy mệt Còn ở môi trường toxic thì nghĩ đến việc đi làm thấy mệt mỏi rồi í 
Ê đúng nha công việc t tuy k gì khó nma lúc nào t cũng trạng thái tan làm với vẻ mặt mệt mỏi tinh thần uể oải Tôi nói với mẹ việc tôi nên về Việt Nam không Mẹ chỉ nói rằng làm đâu cũng được miễn con thoải mái vui vẻ Việt Nam cũng được lương ít hơn mà con thoải mái thì cứ về Mẹ không áp đặt con phải đi đâu xa mới phải kiếm tiền nhiều,,"t, k, nma",Ê đúng nha công việc tao tuy không gì khó nhưng mà lúc nào tao cũng trạng thái tan làm với vẻ mặt mệt mỏi tinh thần uể oải Tôi nói với mẹ việc tôi nên về Việt Nam không Mẹ chỉ nói rằng làm đâu cũng được miễn con thoải mái vui vẻ Việt Nam cũng được lương ít hơn mà con thoải mái thì cứ về Mẹ không áp đặt con phải đi đâu xa mới phải kiếm tiền nhiều
Zậy bạn bắp đã tìm ra được câu tl cho chính mình chưa,zậy,tl,Vậy bạn bắp đã tìm ra được câu trả lời cho chính mình chưa
Đúng thế,,,Đúng thế
Nghĩ lại đời sống vp tối còn làm cả đêm xì streess liên tục oải,,vp,Nghĩ lại đời sống văn phòng tối còn làm cả đêm xì streess liên tục oải
Chuẩn cmnl,cmnr,cmnr,Chuẩn rồi
Mẹ t đi chợ đêm từ năm mẹ 13 - 14t 2h sáng dậy đi mua hàng và 12h trưa mới về nhà Trưa chiều mẹ ngủ và tối đi tập nhảy ở chỗ các bà TDP Hôm nào nghỉ chợ mẹ than suốt bảo là càng ở nhà càng mệt rồi lại dắt xe đi chơi các nhà khác Khoảng nửa năm nay mẹ k đi chợ đêm nữa do bán hàng kém hơn trước Mẹ tìm được việc dọn vệ sinh ở gần nhà nhưng ngày hôm qua xin nghỉ Bảo là quay lại đi chợ cho nó thoải mái đi làm như này thì chán quá,,"TDP, t, k, 12h, 14t, 2h",Mẹ tao đi chợ đêm từ năm mẹ 13 - 14 tuổi 2 giờ sáng dậy đi mua hàng và 12 giờ trưa mới về nhà Trưa chiều mẹ ngủ và tối đi tập nhảy ở chỗ các bà Tổ Dân Phố Hôm nào nghỉ chợ mẹ than suốt bảo là càng ở nhà càng mệt rồi lại dắt xe đi chơi các nhà khác Khoảng nửa năm nay mẹ không đi chợ đêm nữa do bán hàng kém hơn trước Mẹ tìm được việc dọn vệ sinh ở gần nhà nhưng ngày hôm qua xin nghỉ Bảo là quay lại đi chợ cho nó thoải mái đi làm như này thì chán quá
Cùng quan điểm,,,Cùng quan điểm
Quan trọng hơn nữa là m mún đem năng lượng tích cực về cho gd á b Nên dù có chuyện j ngoài kia thì về nhà đóng cửa lại là phải tạm rũ bỏ hết,,"gd, b, m, j , mún",Quan trọng hơn nữa là mày muốn đem năng lượng tích cực về cho gia đình á bạn Nên dù có chuyện gì ngoài kia thì về nhà đóng cửa lại là phải tạm rũ bỏ hết
Mẹ mình làm phụ hồ từ 7 - 17h mỗi ngày mấy chục năm như vậy ai cũng bảo mẹ mình vất vả Mẹ mình thì bảo như vậy thoải mái thích làm thì làm thích nghỉ thì nghỉ làm việc k phải nhìn sắc mặt ai tiền đủ tiêu nhưng tinh thần vui vẻ từ đó mình cũng hiểu k quan trọng là làm nghề gì mà là có cảm thấy vui vẻ thoải mái hay không,,"k, 17h",Mẹ mình làm phụ hồ từ 7 - 17 giờ mỗi ngày mấy chục năm như vậy ai cũng bảo mẹ mình vất vả Mẹ mình thì bảo như vậy thoải mái thích làm thì làm thích nghỉ thì nghỉ làm việc không phải nhìn sắc mặt ai tiền đủ tiêu nhưng tinh thần vui vẻ từ đó mình cũng hiểu không quan trọng là làm nghề gì mà là có cảm thấy vui vẻ thoải mái hay không
Tôi đọc trong cuốn hồi kí của chủ tịch daewoo ổng đại ý là nếu chúng ta thích công việc chúng ta làm thì đi làm là nạp năng lượng còn nếu chỉ coi công việc là việc phải làm để lo cơm áo gạo tiền thì chúng ta sẽ luôn thấy mệt mỏi vì mất năng lượng Tôi chỉ cái quan trọng là thái độ và cảm xúc khi chúng ta làm thôi,,,Tôi đọc trong cuốn hồi kí của chủ tịch daewoo ổng đại ý là nếu chúng ta thích công việc chúng ta làm thì đi làm là nạp năng lượng còn nếu chỉ coi công việc là việc phải làm để lo cơm áo gạo tiền thì chúng ta sẽ luôn thấy mệt mỏi vì mất năng lượng Tôi chỉ cái quan trọng là thái độ và cảm xúc khi chúng ta làm thôi
bán chợ còn đứng vận động chặt thịt linh hoạt tay chân với có thể tám với mọi người nên nhiều tinh thần vui vẻ hơn Làm vp thì đầu óc nảy số ngồi im 1 chỗ nên bị trì trệ liền,,vp,bán chợ còn đứng vận động chặt thịt linh hoạt tay chân với có thể tám với mọi người nên nhiều tinh thần vui vẻ hơn Làm văn phòng thì đầu óc nảy số ngồi im 1 chỗ nên bị trì trệ liền
Bán hàng lúc vắng khách ngồi nghỉ ngơi dc có thể mắc võng nằm chỉ sợ thiu thiu ngủ quên,,dc,Bán hàng lúc vắng khách ngồi nghỉ ngơi được có thể mắc võng nằm chỉ sợ thiu thiu ngủ quên
Mặc dù tớ uống nhân trần với topping nước mắt,topping nước mắt,,Mặc dù tớ uống nhân trần với món ăn kèm nước mắt
trà sữa với topping trân châu ngon thật,,,trà sữa với món ăn kèm trân châu ngon thật
Năm nay cũng là 1năm mất mát nhiều đối với tớ,,,Năm nay cũng là 1năm mất mát nhiều đối với tớ
Ôm ôm nè hi vọng năm sau em sẽ khá hơn,,,Ôm ôm nè hi vọng năm sau em sẽ khá hơn
Dạ em cảm ơn ạaaa ôm siêu chặt luôn,,,Dạ em cảm ơn ạaaa ôm siêu chặt luôn
Năm sau sẽ ngon nghẻ hơn,,,Năm sau sẽ ngon nghẻ hơn
Yaaaa năm sau giành 100 công lực làm lại từ đầu luôn cho máu ạ,,,Yaaaa năm sau giành 100 công lực làm lại từ đầu luôn cho máu ạ
Hehe em phải giữ nhiều năng lượng chớ còn cả gia dinh sau lưng ạ,,,Hehe em phải giữ nhiều năng lượng chớ còn cả gia dinh sau lưng ạ
Được em,,,Được em
Hehe em cảm ơn ạa,,,Hehe em cảm ơn ạa
Ê sao năn nỉ mất giá v,,v,Ê sao năn nỉ mất giá vậy
Đời mà c có nhiều lúc nó badtrip lắm nh mà vượt qua r nó sẽ đỡ hơn một phần nào đó nên là cố lên,,"nh, r, c",Đời mà chị có nhiều lúc nó badtrip lắm nhưng mà vượt qua rồi nó sẽ đỡ hơn một phần nào đó nên là cố lên
Đời còn dài lắm không phải lo cái gì cũng sẽ có cách giải quyết thôi chủ yếu là tương lại nó đến nhanh hay chậm à,,,Đời còn dài lắm không phải lo cái gì cũng sẽ có cách giải quyết thôi chủ yếu là tương lại nó đến nhanh hay chậm à
Dạa đúng rồi ạ em cũng cố gắng để năm sau từ từ giải quyết từng cái một cho một năm tưng bừng ạ,,,Dạa đúng rồi ạ em cũng cố gắng để năm sau từ từ giải quyết từng cái một cho một năm tưng bừng ạ
K biết an ủi j hơn ngoài việc chúc bạn năm sau thật nhiều điều tốt lành,,"K, j",Không biết an ủi gì hơn ngoài việc chúc bạn năm sau thật nhiều điều tốt lành
Mình cảm ơn nhaaa mình cũng mong bạn gặp nhiều may mắn năm nào cũng may,,,Mình cảm ơn nhaaa mình cũng mong bạn gặp nhiều may mắn năm nào cũng may
ok cậu và tớ cũn thế,,,ok cậu và tớ cũng thế
Hông buồn nheee sắp năm mới rồi chúng mình làm lạiii,hông,,Không buồn nhé sắp năm mới rồi chúng mình làm lạiii
Ny mới công việc mới,,Ny,Người yêu mới công việc mới
Manifest trộm vía ạ,,,Manifest trộm vía ạ
thương,,,thương
Dạ tớ cảm ơn ôm nè,,,Dạ tớ cảm ơn ôm nè
Keep sức khỏe bro nếu được ta có thể ngồi tâm sự bên lý trà đá nhân trần nếu có thể,,,Giữ sức khỏe bro nếu được ta có thể ngồi tâm sự bên lý trà đá nhân trần nếu có thể
Hẹn tháng sau toi hết mụn lấy lại tự tin nha bro,,bro,Hẹn tháng sau toi hết mụn lấy lại tự tin nha người anh em
Nghe tệ vl nhưng cố lên,vl,vl,Nghe tệ thật nhưng cố lên
Ôm miếng nè qua năm mới mình làm lại,,,Ôm miếng nè qua năm mới mình làm lại
Còn thở còn đc uống nhân trần là may rồi,,,Còn thở còn đc uống nhân trần là may rồi
Cố gắng lên sau đêm đông thì trời cũng sẽ bình minh thôi chaizoo,chaizoo,,Cố gắng lên sau đêm đông thì trời cũng sẽ bình minh thôi cố lên
Dạaa tớ cảm ơn nhaa còn uống nhân trần đời còn vui hahaha,,,Dạaa tớ cảm ơn nhaa còn uống nhân trần đời còn vui hahaha
Làm cốc sữa ngô ko đag ngồi vỉa hè đây,,"ko, đag",Làm cốc sữa ngô không đang ngồi vỉa hè đây
Chúc em vững vàng vượt qua giai đoạn khó khăn này nha,,,Chúc em vững vàng vượt qua giai đoạn khó khăn này nha
Này gọi là Truyền thống gia đình,,,Này gọi là Truyền thống gia đình
"Cho dù các chú cô anh chị em ở đâu đi nữa, mình phải tự hào là mình là người Việt Nam thì nước mình mới giàu và mạnh ",,,"Cho dù các chú cô anh chị em ở đâu đi nữa, mình phải tự hào là mình là người Việt Nam thì nước mình mới giàu và mạnh "
Thì lúc đó bạn còn tự hào hơn,,,Thì lúc đó bạn còn tự hào hơn
Thành công hay không Việt Nam vẫn cần bạn về xây dựng thành một nước như Nhật như Hàn Quốc như một nước mạnh hơn cả Nhật,,,Thành công hay không Việt Nam vẫn cần bạn về xây dựng thành một nước như Nhật như Hàn Quốc như một nước mạnh hơn cả Nhật
Bạn có bản lĩnh không,,,Bạn có bản lĩnh không
Khok,khok,khok,Khóc
Các booth hàng cực xịn và thú vị nhất với tui là Giàu Sang Hướng Thiện nhưng mới đi được 2 booth Lần sau sẽ thử đi kiểu ẩn danh để hóng các booth khác xem sao,,,Các booth hàng cực xịn và thú vị nhất với tui là Giàu Sang Hướng Thiện nhưng mới đi được 2 booth Lần sau sẽ thử đi kiểu ẩn danh để hóng các booth khác xem sao
