Text ,Slang,Abbreviations,Text meaning
này là kế hoạch của ổng sẵn rồi chứ k có vụ tự nhiên đâu bà mà hiền hiền là ổng ăn thịt luôn,,k,này là kế hoạch của ổng sẵn rồi chứ không có vụ tự nhiên đâu bà mà hiền hiền là ổng ăn thịt luôn
rồi hnay sao bà ơi,,hnay,rồi hôm nay sao bà ơi
ê sếp quấy rồi td nha báo hr đi,,hr td,ê sếp quấy rồi tình dục nha báo quản lý nhân sự đi
này là quấy rối td chứ kp có tình cảm gì luôn á khổ thân bà và vợ con ổng,,,này là quấy rối tình dục chứ không phải có tình cảm gì luôn á khổ thân bà và vợ con ổng
ê t thấy b này kiểu viết câu view á,câu view,t b,ê tớ thấy bạn này kiểu viết kéo lượt xem á
báo hr luôn và ngay dù k có bằng chứng lsao mà làm việc tiếp đc vs lão này 1 là bạn đi 2 là lão ấy đi,,hr k lsao dc vs,báo hr luôn và ngay dù không có bằng chứng làm sao mà làm việc tiếp được với lão này 1 là bạn đi 2 là lão ấy đi
hóng suốt từ sáng,,,hóng suốt từ sáng
mình hạn chế nghỉ việc mình vì sợ new job stress một rất căng thẳng lo lắng khi bắt đầu công việc mới bạn có giống mình không,,,mình hạn chế nghỉ việc mình vì sợ new job stress một rất căng thẳng lo lắng khi bắt đầu công việc mới bạn có giống mình không
mình rất sợ đồng nghiệp mới có toxic không văn hóa công ty mới không hợp mình đã quen với những thứ quen thuộc quen tệp khách hàng đó tính cách nếu phải khác đi mình sợ sẽ không chịu được và phải tiếp tục xin việc ở nơi khác,,,mình rất sợ đồng nghiệp mới có toxic không văn hóa công ty mới không hợp mình đã quen với những thứ quen thuộc quen tệp khách hàng đó tính cách nếu phải khác đi mình sợ sẽ không chịu được và phải tiếp tục xin việc ở nơi khác
ôi bình thường với sếp mình khá thân thiết như anh em chú cháu trong nhà nay mình cùng sếp đi tiếp khách uống rịu ở tỉnh giờ tối rồi sếp bảo say quá k muốn về mình bảo em chở cho cũng không chịu nhất định muốn ở lại để mai gặp đối tác tiếp,,k,ôi bình thường với sếp mình khá thân thiết như anh em chú cháu trong nhà nay mình cùng sếp đi tiếp khách uống rịu ở tỉnh giờ tối rồi sếp bảo say quá không muốn về mình bảo em chở cho cũng không chịu nhất định muốn ở lại để mai gặp đối tác tiếp
mình có rào trước rất kỹ phải book 2 phòng anh cách xa em em không uống gì cả đâu đấy,,,mình có rào trước rất kỹ phải book 2 phòng anh cách xa em em không uống gì cả đâu đấy
mình cũng bảo là em con gái một mình không muốn đâu sếp mình cũng quả quyết tao không làm gì m đâu t ở lại thôi có gì anh em mình ngồi tâm sự,,t m,mình cũng bảo là em con gái một mình không muốn đâu sếp mình cũng quả quyết tao không làm gì mày đâu tao ở lại thôi có gì anh em mình ngồi tâm sự
chương trình trải cái màn to xong thuê nhân sự đứng 2 bên phẩy phẩy tạo thành sóng á,,,chương trình trải cái màn to xong thuê nhân sự đứng 2 bên phẩy phẩy tạo thành sóng á
giao thoa ánh sáng lý thuyết là thế nhưng thực hành thì tiền tỷ,,,giao thoa ánh sáng lý thuyết là thế nhưng thực hành thì tiền tỷ
thần đèn mà lị,thần đèn,,người điểu khiển đèn giỏi mà lị
thần đèn trong câu chuyện cổ tích đã giúp nam chính trở nên giàu có,,,thần đèn trong câu chuyện cổ tích đã giúp nam chính trở nên giàu có
đúng á tui cứ ngắm mãi đèn và thắc mắc sao lại mềm mại đc như thế,,dc,đúng á tui cứ ngắm mãi đèn và thắc mắc sao lại mềm mại được như thế
cùng câu hỏi sao ánh sáng lại như kia đẹp điên,điên,,cùng câu hỏi sao ánh sáng lại như kia đẹp thật
m bị điên à,,m,mày bị điên à
cỡ đó đó mà hồi sáng t lướt gặp bài chê stage dcll đèn đánh bị chìm nghỉm nhạt nhoà ko điểm nhấn,,dcll t ko,cỡ đó đó mà hồi sáng tui lướt gặp bài chê stage dẫu có lỗi lầm đèn đánh bị chìm nghỉm nhạt nhoà không điểm nhấn
nhìn mê luôn,,,nhìn mê luôn
bài này đẹp xỉu xong tuyết bay giấy bay nữa nó thơ quên lối về luôn ấy,,,bài này đẹp xỉu xong tuyết bay giấy bay nữa nó thơ quên lối về luôn ấy
d1 vẫn là bạch nguyệt quang ở đây mn thấy đều chứ d1 là mn quẩy sung lắc sung lắm,bạch nguyệt quang quẩy,mn,d1 vẫn là người trong mộng ở đây mọi người thấy đều chứ d1 là mọi người nhảy sung lắc sung lắm
đứng dưới cứ tưởng đang ở nga phê vl,phê vl,vl,đứng dưới cứ tưởng đang ở nga đỉnh thật
đỉnh,,,đỉnh
gần sân khấu thì được ngắm mấy anh rõ hơn ngồi xa thì thấy đc anh kenji đánh quả đèn tuyệt phẩm chỗ nào cũng gây thương nhớ,,dc,gần sân khấu thì được ngắm mấy anh rõ hơn ngồi xa thì thấy được anh kenji đánh quả đèn tuyệt phẩm chỗ nào cũng gây thương nhớ
mấy cái sóng đó là do khói hiệu ứng á bạn,,,mấy cái sóng đó là do khói hiệu ứng á bạn
tui xin vid up story được khum,khum,,tui xin vid up story được không
ông anh t làm đèn cái đó kiểu như thả 1 mớ khói rồi chỉnh đèn fill theo nhạc kk,,t,ông anh tôi làm đèn cái đó kiểu như thả 1 mớ khói rồi chỉnh đèn fill theo nhạc kk
thần đèn nhà này siêuuu đỉnh,thần đèn,,người điều khiển đèn nhà này siêuuu đỉnh
đỉnh cao vcđ nhái con khóc,vcđ nhái con,,đỉnh cao thật người ủng hộ chương trình anh trai say hi khóc
này là lễ hội âm thanh ánh sáng chứ hông phải cc,,cc,này là lễ hội âm thanh ánh sáng chứ hông phải concert
cực quang cũng chỉ đến vậy mà thoii,,,cực quang cũng chỉ đến vậy mà thoii
ảo thật đấy,,,ảo thật đấy
view tái sinh thấy ghen tỵ ko hề nhẹ vì ko đc nhìn cái sự ảo diệu này,,ko dc,view tái sinh thấy ghen tỵ không hề nhẹ vì không được nhìn cái sự ảo diệu này
đm phận đứng ngang sân khấu nên đ biết đèn ảo như này ạ khóc thì thôi mấy khu nhìn ngang chính ra tầm nhìn chán nhât,đm đ,đm đ,chết tiệt phận đứng ngang sân khấu nên không biết đèn ảo như này ạ khóc thì thôi mấy khu nhìn ngang chính ra tầm nhìn chán nhât
giống đang coi mấy ông thần đèn thi với nhau á tr ơi,thần đèn,tr,giống đang coi mấy ông điều khiển đèn thi với nhau á trời ơi
lý do bé dâu dâu bị anh n giấu tên la,,n,lý do bé dâu dâu bị anh negav giấu tên la
thương cún ngúk nhiều,ngúk,ngúk,thương cún ngốc nhiều
tụi mình ở đây để tổng hợp cmt của trên live,,cmt,tụi mình ở đây để tổng hợp comment của trên live
top 1 lý do các author nhà chưa ra chap mới lo high ke ngoài đời,,,top 1 lý do các author nhà chưa ra chap mới lo high ke ngoài đời
phấn đấu 2025 mỗi cúp lé đều có 1 người za trưởng 1 người sợ bị la nên ko dám làm lâu lâu có lén làm nhưng ko đáng kể,cúp lé,za ko,phấn đấu 2025 mỗi cặp đôi đều có 1 người gia trưởng 1 người sợ bị la nên không dám làm lâu lâu có lén làm nhưng không đáng kể
có một loại thế hệ genz như mình kiểu,genz,,có một loại thế hệ thế hệ trẻ như mình kiểu
không anh trai say hi,,,không anh trai say hi
không anh trai vượt ngàn chông gai,,,không anh trai vượt ngàn chông gai
không phê la,,,không phê la
không trà sữa bông biêng,,,không trà sữa bông biêng
không babythree,,,không babythree
không labubu,,,không labubu
không xem phim hàn,,,không xem phim hàn
càng chỗ đông người càng tránh là sao nhỉ nhiều khi thấy mình già quá,,,càng chỗ đông người càng tránh là sao nhỉ nhiều khi thấy mình già quá
có một loại pick me kiểu,pick me,,có một loại người tìm kiếm sự chú ý kiểu
chắc mình già rồi nên mình không,,,chắc mình già rồi nên mình không
chắc có mỗi t con trai con gái mà không,,t,chắc có mỗi tao con trai con gái mà không
chắc có mỗi t gen z mà không,gen z,t,chắc có mỗi tao thế hệ trẻ mà không
là pick me đó ba thể hiện thượng đẳng cc gì ở đây,pick me cc,cc,là người tìm kiếm sự chú ý đó ba thể hiện thượng đẳng cái gì ở đây
phục vụ cho tôi 1 cốc khác biệt,,,phục vụ cho tôi 1 cốc khác biệt
do những thứ phù phiếm cố gắng thu hút sự chú ý của bạn lại ko đủ vs bạn bạn ko khác biệt bạn đang tỉnh thức hơn thôi,,ko vs,do những thứ phù phiếm cố gắng thu hút sự chú ý của bạn lại không đủ với bạn bạn không khác biệt bạn đang tỉnh thức hơn thôi
biết xài threads mà đou có già đou,,đou,biết xài threads mà đâu có già đâu
chắc m sục nhiều,,m,chắc mày sục nhiều
mình chỉ già thôi k có quá nhưng mà tôi như bạn nhé nhiều cái k biết là gì k biết gì sao hot,,k ,mình chỉ già thôi không có quá nhưng mà tôi như bạn nhé nhiều cái không biết là gì không biết gì sao hot
t ko dùng threads chúng ta khác nhau,,t ko,tôi không dùng threads chúng ta khác nhau
có hết,,,có hết
9x đọc mà ko hiểu gen z viết ta ơi phê la với bông biêng là cái gì vậy,gen z 9x,ko,những người sinh vào năm 1990 đến năm 1999 đọc mà không hiểu thế hệ trẻ viết ta ơi phê la với bông biêng là cái gì vậy
hehe là nhãn hiệu thôi ạ,,,hehe là nhãn hiệu thôi ạ
tui tui tui,,,tui tui tui
thì mình có niềm vui khác miễn là bạn thấy hạnh phúc và vui vẻ là được ti tỉ nhiều điều thú vị trong cuộc sống mà nên không phải là già hay trẻ mà nó nằm ở sở thích và thú vui lựa chọn của mỗi người nè,,,thì mình có niềm vui khác miễn là bạn thấy hạnh phúc và vui vẻ là được ti tỉ nhiều điều thú vị trong cuộc sống mà nên không phải là già hay trẻ mà nó nằm ở sở thích và thú vui lựa chọn của mỗi người nè
toi cx vị,vị,cx,toi cũng vậy
vị kem này ngon nhỉ,,,vị kem này ngon nhỉ
cầu thủ mắc lỗi việt vị trên sân ,,,cầu thủ mắc lỗi việt vị trên sân 
đơn giản vì mình đéll có tiền,đéll,,đơn giản vì mình không có tiền
cứ cuối tháng lại thành đỗ nghèo khỉ ,đỗ nghèo khỉ,,cứ cuối tháng lại thành người nghèo
tỉnh táo vậy là tốt,,,tỉnh táo vậy là tốt
các bảnh cho mình xin chút highly recomment một vài quán cf có thể ngồi học bài làm việc yên tĩnh có không gian view hoặc quanh quận hà đông thì càng tốt mình cảm ơn ạ,bảnh,cf,các bạn cho mình xin chút highly recomment một vài quán cà phê có thể ngồi học bài làm việc yên tĩnh có không gian view hoặc quanh quận hà đông thì càng tốt mình cảm ơn ạ
góc đính chính tôi quá có lỗi khi k check kỹ xin lỗi các bạn say hi con,say hi con,,góc đính chính tôi quá có lỗi khi không check kỹ xin lỗi các bạn ủng hộ chương trình anh trai say hi
b lại có lỗi r đính chính ctoi là himom và nghịch tử vie nhé,himon,b r ctoi,bạn lại có lỗi rồi đính chính chúng tôi là ban tổ chức chương trình anh trai say hi và nghịch tử vie nhé
ông nào bên sh xác nhận vụ vé 20 củ ăn bánh cuốn vs mỳ tôm giúp tôi đc ko,củ,sh dc ko vs,ông nào bên sh xác nhận vụ vé 20 triệu ăn bánh cuốn với mỳ tôm giúp tôi được không
fan atsh sau đêm qua mình k hơn thua mình hơn hẳn ừ đr vì gai con k được pháo hoa rơi vào người,gai con,atsh k đr,fan anh trai say hi sau đêm qua mình không hơn thua mình hơn hẳn ừ đúng rồi vì những người ủng hộ chương trình anh trai vượt ngàn chông gai không được pháo hoa rơi vào người
chúng mày bị mù có điều kiện à,mù có điều kiện,,chúng mày bị mù quáng à
tôi là gai con mà cũng thấy cấn vụ các mom lôi page ttcp ra gáy nữa bên atsh cũng bao nhiêu bài mà làm vầy người ta vô mắng cho cũng không oan,gai con mom,atsh ttcp,tôi là người ủng hộ chương trình anh trai vượt ngàn chông gai mà cũng thấy cấn vụ các bạn lôi page thông tin chính phủ ra gáy nữa bên anh trai say hi cũng bao nhiêu bài mà làm vầy người ta vô mắng cho cũng không oan
cái hơn duy nhất là gậy lightsick ra khè,,,cái hơn duy nhất là gậy lightsick ra khè
tao nói thật cứ tranh cãi nhau ai hơn ai làm gì cuộc chiến này như kiểu rô với si hay bts với exo thời đỉnh cao ấy sẽ ko bao h có hồi kết đâu,,ko h,tao nói thật cứ tranh cãi nhau ai hơn ai làm gì cuộc chiến này như kiểu rô với si hay bts với exo thời đỉnh cao ấy sẽ không bao giờ có hồi kết đâu
hình như trong này có loài lưỡng cư,,,hình như trong này có loài lưỡng cư
mình không hơn thua vì mình hơn hẳn,,,mình không hơn thua vì mình hơn hẳn
1 hồi nó cãi k được lại thành nạn nhân bây giờ,,k,1 hồi nó cãi không được lại thành nạn nhân bây giờ
cái nào cũng hay mà sao lại thế,,,cái nào cũng hay mà sao lại thế
so sánh quài mệt l vậy,l,l,so sánh quài mệt mỏi vậy
tụi nó khùng mà,,,tụi nó khùng mà
gì đây kick war à biến dùm nha,,,gì đây kick war à biến dùm nha
đâu đứa nào vô cãi t nghe coi không hơn thua vì chúng tôi hơn hẳn,,t,đâu đứa nào vô cãi tao nghe coi không hơn thua vì chúng tôi hơn hẳn
nói chung là người của nhà nước thì nó lại là toàn thắng,,,nói chung là người của nhà nước thì nó lại là toàn thắng
ngoài techcombank thì ai tài trợ cho cg vậy nhỉ chứ bên s2 người ta thuộc luôn slogan của nhà tài trợ kìa rồi thương mại nào thắng vậy,,cg s2,ngoài techcombank thì ai tài trợ cho chông gai vậy nhỉ chứ bên say hi người ta thuộc luôn slogan của nhà tài trợ kìa rồi thương mại nào thắng vậy
thì bỏ tiền vào truyền thông cả mớ mua bài 1 đống bảo sao ko thắng,,ko,thì bỏ tiền vào truyền thông cả mớ mua bài 1 đống bảo sao không thắng
tại toàn nghệ sĩ gạo cội với mang đậm bản sắc văn hoá nên dc nthe k chịu thua nên lôi cái mua bài à làm như nhà mình k mua,,ko dc nthe,tại toàn nghệ sĩ gạo cội với mang đậm bản sắc văn hoá nên được như thế không chịu thua nên lôi cái mua bài à làm như nhà mình không mua
có câu nào t nói ko mua à đối tác truyền thông cả sớ con vỉa gọi bằng cụ nói ko đúng hay gì mà giãy ghê thế,,t ko,có câu nào tao nói không mua à đối tác truyền thông cả sớ con vỉa gọi bằng cụ nói không đúng hay gì mà giãy ghê thế
thì tại ngta có năng lực nên dc nthe ghen tị hay sao mà cứ vào hơn thua,,ngta dc nthe,thì tại người ta có năng lực nên được như thế ghen tị hay sao mà cứ vào hơn thua
ok năng lực book bài,,,ok năng lực book bài
lại mù có điều kiện rồi,mù có điều kiện,,lại mù quáng rồi
ttcp cũng đăng atsh còn thương mại truyền thông và tổ chức thì gọi sh bằng cụ riêng cái đi vệ sinh dội nước đã ô uế vô cùng,,atsh ttcp,thông tin chính phủ cũng đăng anh trai say hi còn thương mại truyền thông và tổ chức thì gọi say hi bằng cụ riêng cái đi vệ sinh dội nước đã ô uế vô cùng
này bật mí là đêm qua admin của thông tin chính phủ có đi xem nhaaaaaa,,,này bật mí là đêm qua người điều hành của thông tin chính phủ có đi xem nhaaaaaa
show đỉnh vậy ko đi tiếc lắm show xịn khủng khiếp,,ko,chương trình đỉnh vậy không đi tiếc lắm chương trình xịn khủng khiếp
anh trai say hi không hơn thua do hơn hẳn nhé hehe,,,anh trai say hi không hơn thua do hơn hẳn nhé hehe
đêm qua thỏ hoá thần còn chúng tôi hoá thú,,,đêm qua thỏ hoá thần còn chúng tôi hoá thú
không đi thì thôi chứ đi là xác định luỵ hoàng tử thêm tám chục năm nữa,,,không đi thì thôi chứ đi là xác định luỵ hoàng tử thêm tám chục năm nữa
"mưa trên phố huế chưa đủ ồn ai có source nhét chung vào đi ạ cái sân khấu của bài này rất rất rất rất đẹp màu tím nhưng không sến không lòe loẹt mà nhìn nó sang nó cung đình huế gì đâu luôn á bài này bài tủ nên mình chỉ quay 1 đoạn thôi xong ngồi thưởng thức
  ",,source,"mưa trên phố huế chưa đủ ồn ai có nguồn nhét chung vào đi ạ cái sân khấu của bài này rất rất rất rất đẹp màu tím nhưng không sến không lòe loẹt mà nhìn nó sang nó cung đình huế gì đâu luôn á bài này bài tủ nên mình chỉ quay 1 đoạn thôi xong ngồi thưởng thức
  "
hãy nhìn cái hình số 2 bạn sẽ biết được led ở giữa là để chiếu visual minh họa cho bài hát chứ hem phải chiếu hình mấy anh tài nha,,led visual,hãy nhìn cái hình số 2 bạn sẽ biết được đèn led ở giữa là để chiếu hình ảnh minh họa cho bài hát chứ hem phải chiếu hình mấy anh tài nha
để cái hình ở đây đánh dấu một mùa hè rực rỡ kéo dài sang tận mùa đông cmnl và khả năng cao là sẽ kéo tới cuối mùa xuân năm sau,cmnr,cmnr,để cái hình ở đây đánh dấu một mùa hè rực rỡ kéo dài sang tận mùa đông luôn rồi và khả năng cao là sẽ kéo tới cuối mùa xuân năm sau
xác nhận đúng nhé mình bán thịt y mẹ bạn tuần tự cho mình nghỉ 1 buổi nhưng thấy happy vô cùng,,,xác nhận đúng nhé mình bán thịt y mẹ bạn tuần tự cho mình nghỉ 1 buổi nhưng thấy vui vô cùng
bán thịt tiền tươi thóc thật đắt hàng thì tươi hơn tết họ hàng nhà mình phải đến chục chị e bán thịt còn khoẻ hơn mình trên hn về đầu óc tất nhiên tư duy mối quan hệ con cái tầm nhìn điều kiện sống thì không bằng trên hn nói chung làm thì quen thôi vd như anh rể mình làm pgs dạy trường chuyên hồi bé học kém còn chị bạn cùng lớp học giỏi giờ bán thịt lợn con anh rể 1 bạn học tiến sĩ đi khắp nơi trên thế giới 1 bạn bkhoa còn con bác thịt lợn học trung cấp thôi,,hn vd pgs bkhoa,bán thịt tiền tươi thóc thật đắt hàng thì tươi hơn tết họ hàng nhà mình phải đến chục chị e bán thịt còn khoẻ hơn mình trên hà nội về đầu óc tất nhiên tư duy mối quan hệ con cái tầm nhìn điều kiện sống thì không bằng trên hà nội nói chung làm thì quen thôi ví dụ như anh rể mình làm phó giáo sư dạy trường chuyên hồi bé học kém còn chị bạn cùng lớp học giỏi giờ bán thịt lợn con anh rể 1 bạn học tiến sĩ đi khắp nơi trên thế giới 1 bạn bách khoa còn con bác thịt lợn học trung cấp thôi
ye hạnh phúc nằm ở góc nhìn của mỗi người mà chỉ cần mình thấy hạnh phúc là được rùi,,,ye hạnh phúc nằm ở góc nhìn của mỗi người mà chỉ cần mình thấy hạnh phúc là được rồi
quan trọng là mẹ bạn đã làm công việc đó bao nhiêu năm trời đã quen với nhịp sống đó rồi nghĩa là họ mặc định 1 ngày làm sẽ 14 tiếng chưa kể thu nhập sẽ cải thiện theo thời gian chưa kể con cái cũng đã lớn tất nhiên sẽ ngày càng vơi bớt nỗi lo lại chẳng cảm thấy thoải mái hơn cho nên ko thể dùng đó để so sánh với cv và tinh thần của bạn bây h đc bởi mẹ bạn cũng đâu phải lúc nào cũng vui vẻ tích cực cái cần rút ra ở đây là sự kiên trì quyết tâm tính trách nhiệm chứ ko phải vui vẻ,,cvh đc ko,quan trọng là mẹ bạn đã làm công việc đó bao nhiêu năm trời đã quen với nhịp sống đó rồi nghĩa là họ mặc định 1 ngày làm sẽ 14 tiếng chưa kể thu nhập sẽ cải thiện theo thời gian chưa kể con cái cũng đã lớn tất nhiên sẽ ngày càng vơi bớt nỗi lo lại chẳng cảm thấy thoải mái hơn cho nên không thể dùng đó để so sánh với công việc và tinh thần của bạn bây giờ được bởi mẹ bạn cũng đâu phải lúc nào cũng vui vẻ tích cực cái cần rút ra ở đây là sự kiên trì quyết tâm tính trách nhiệm chứ không phải vui vẻ
mẹ bạn là làm chủ cho chính mình còn b là làm thuê cho ng khác làm chủ khi nào cũng vui hơn r mệt cũng là làm cho mình mà,,b ng r,mẹ bạn là làm chủ cho chính mình còn bạn là làm thuê cho người khác làm chủ khi nào cũng vui hơn rồi mệt cũng là làm cho mình mà
rấc đúng nha kkk nhà tui y vậy may mắn đông khách,,,rấc đúng nha kkk nhà tui y vậy may mắn đông khách
chính xác,,,chính xác
đi làm với mục đích là rèn luyện kỹ năng hoặc đó là cái nghề nuôi mình cả đời thì phải chịu áp lực thôi còn đi làm chỉ vì tiền thì thôi kiếm việc nhẹ đầu cho khoẻ,,,đi làm với mục đích là rèn luyện kỹ năng hoặc đó là cái nghề nuôi mình cả đời thì phải chịu áp lực thôi còn đi làm chỉ vì tiền thì thôi kiếm việc nhẹ đầu cho khoẻ
chân lý đó nha bạn mình cũng vừa nhận ra,,,chân lý đó nha bạn mình cũng vừa nhận ra
đúng rồi đó bà t đi làm 7h sáng tới 10h tối về ai cũng kêu cực nhưng mà t zui nên ko thấy mệt lâu lâu mới mệt xí thôi,zui,t 7h 10h,đúng rồi đó bà t đi làm 7 giờ sáng tới 10 giờ tối về ai cũng kêu cực nhưng mà tao vui nên không thấy mệt lâu lâu mới mệt xí thôi
đúng rùi í ở môi trường tích cực làm ngày 12 tiếng không thấy mệt còn ở môi trường toxic thì nghĩ đến việc đi làm thấy mệt mỏi rùi í ,,rùi,đúng rồi í ở môi trường tích cực làm ngày 12 tiếng không thấy mệt còn ở môi trường toxic thì nghĩ đến việc đi làm thấy mệt mỏi rồi í 
ê đúng nha công việc t tuy k gì khó nma lúc nào t cũng trạng thái tan làm với vẻ mặt mệt mỏi tinh thần uể oải tôi nói với mẹ việc tôi nên về việt nam không mẹ chỉ nói rằng làm đâu cũng được miễn con thoải mái vui vẻ việt nam cũng được lương ít hơn mà con thoải mái thì cứ về mẹ không áp đặt con phải đi đâu xa mới phải kiếm tiền nhiều,,t k nma,ê đúng nha công việc tao tuy không gì khó nhưng mà lúc nào tao cũng trạng thái tan làm với vẻ mặt mệt mỏi tinh thần uể oải tôi nói với mẹ việc tôi nên về việt nam không mẹ chỉ nói rằng làm đâu cũng được miễn con thoải mái vui vẻ việt nam cũng được lương ít hơn mà con thoải mái thì cứ về mẹ không áp đặt con phải đi đâu xa mới phải kiếm tiền nhiều
zậy bạn bắp đã tìm ra được câu tl cho chính mình chưa,zậy,tl,vậy bạn bắp đã tìm ra được câu trả lời cho chính mình chưa
đúng thế,,,đúng thế
nghĩ lại đời sống vp tối còn làm cả đêm xì streess liên tục oải,,vp,nghĩ lại đời sống văn phòng tối còn làm cả đêm xì streess liên tục oải
chuẩn cmnl,cmnr,cmnr,chuẩn rồi
mẹ t đi chợ đêm từ năm mẹ 13  14t 2h sáng dậy đi mua hàng và 12h trưa mới về nhà trưa chiều mẹ ngủ và tối đi tập nhảy ở chỗ các bà tdp hôm nào nghỉ chợ mẹ than suốt bảo là càng ở nhà càng mệt rồi lại dắt xe đi chơi các nhà khác khoảng nửa năm nay mẹ k đi chợ đêm nữa do bán hàng kém hơn trước mẹ tìm được việc dọn vệ sinh ở gần nhà nhưng ngày hôm qua xin nghỉ bảo là quay lại đi chợ cho nó thoải mái đi làm như này thì chán quá,,tdp t k 12h 14t 2h,mẹ tao đi chợ đêm từ năm mẹ 13  14 tuổi 2 giờ sáng dậy đi mua hàng và 12 giờ trưa mới về nhà trưa chiều mẹ ngủ và tối đi tập nhảy ở chỗ các bà tổ dân phố hôm nào nghỉ chợ mẹ than suốt bảo là càng ở nhà càng mệt rồi lại dắt xe đi chơi các nhà khác khoảng nửa năm nay mẹ không đi chợ đêm nữa do bán hàng kém hơn trước mẹ tìm được việc dọn vệ sinh ở gần nhà nhưng ngày hôm qua xin nghỉ bảo là quay lại đi chợ cho nó thoải mái đi làm như này thì chán quá
cùng quan điểm,,,cùng quan điểm
quan trọng hơn nữa là m mún đem năng lượng tích cực về cho gd á b nên dù có chuyện j ngoài kia thì về nhà đóng cửa lại là phải tạm rũ bỏ hết,,gd b m j  mún,quan trọng hơn nữa là mày muốn đem năng lượng tích cực về cho gia đình á bạn nên dù có chuyện gì ngoài kia thì về nhà đóng cửa lại là phải tạm rũ bỏ hết
mẹ mình làm phụ hồ từ 7  17h mỗi ngày mấy chục năm như vậy ai cũng bảo mẹ mình vất vả mẹ mình thì bảo như vậy thoải mái thích làm thì làm thích nghỉ thì nghỉ làm việc k phải nhìn sắc mặt ai tiền đủ tiêu nhưng tinh thần vui vẻ từ đó mình cũng hiểu k quan trọng là làm nghề gì mà là có cảm thấy vui vẻ thoải mái hay không,,k 17h,mẹ mình làm phụ hồ từ 7  17 giờ mỗi ngày mấy chục năm như vậy ai cũng bảo mẹ mình vất vả mẹ mình thì bảo như vậy thoải mái thích làm thì làm thích nghỉ thì nghỉ làm việc không phải nhìn sắc mặt ai tiền đủ tiêu nhưng tinh thần vui vẻ từ đó mình cũng hiểu không quan trọng là làm nghề gì mà là có cảm thấy vui vẻ thoải mái hay không
tôi đọc trong cuốn hồi kí của chủ tịch daewoo ổng đại ý là nếu chúng ta thích công việc chúng ta làm thì đi làm là nạp năng lượng còn nếu chỉ coi công việc là việc phải làm để lo cơm áo gạo tiền thì chúng ta sẽ luôn thấy mệt mỏi vì mất năng lượng tôi chỉ cái quan trọng là thái độ và cảm xúc khi chúng ta làm thôi,,,tôi đọc trong cuốn hồi kí của chủ tịch daewoo ổng đại ý là nếu chúng ta thích công việc chúng ta làm thì đi làm là nạp năng lượng còn nếu chỉ coi công việc là việc phải làm để lo cơm áo gạo tiền thì chúng ta sẽ luôn thấy mệt mỏi vì mất năng lượng tôi chỉ cái quan trọng là thái độ và cảm xúc khi chúng ta làm thôi
bán chợ còn đứng vận động chặt thịt linh hoạt tay chân với có thể tám với mọi người nên nhiều tinh thần vui vẻ hơn làm vp thì đầu óc nảy số ngồi im 1 chỗ nên bị trì trệ liền,,vp,bán chợ còn đứng vận động chặt thịt linh hoạt tay chân với có thể tám với mọi người nên nhiều tinh thần vui vẻ hơn làm văn phòng thì đầu óc nảy số ngồi im 1 chỗ nên bị trì trệ liền
bán hàng lúc vắng khách ngồi nghỉ ngơi dc có thể mắc võng nằm chỉ sợ thiu thiu ngủ quên,,dc,bán hàng lúc vắng khách ngồi nghỉ ngơi được có thể mắc võng nằm chỉ sợ thiu thiu ngủ quên
mặc dù tớ uống nhân trần với topping nước mắt,topping nước mắt,,mặc dù tớ uống nhân trần với món ăn kèm nước mắt
trà sữa với topping trân châu ngon thật,,,trà sữa với món ăn kèm trân châu ngon thật
năm nay cũng là 1năm mất mát nhiều đối với tớ,,,năm nay cũng là 1năm mất mát nhiều đối với tớ
ôm ôm nè hi vọng năm sau em sẽ khá hơn,,,ôm ôm nè hi vọng năm sau em sẽ khá hơn
dạ em cảm ơn ạaaa ôm siêu chặt luôn,,,dạ em cảm ơn ạaaa ôm siêu chặt luôn
năm sau sẽ ngon nghẻ hơn,,,năm sau sẽ ngon nghẻ hơn
yaaaa năm sau giành 100 công lực làm lại từ đầu luôn cho máu ạ,,,yaaaa năm sau giành 100 công lực làm lại từ đầu luôn cho máu ạ
hehe em phải giữ nhiều năng lượng chớ còn cả gia dinh sau lưng ạ,,,hehe em phải giữ nhiều năng lượng chớ còn cả gia dinh sau lưng ạ
được em,,,được em
hehe em cảm ơn ạa,,,hehe em cảm ơn ạa
ê sao năn nỉ mất giá v,,v,ê sao năn nỉ mất giá vậy
đời mà c có nhiều lúc nó badtrip lắm nh mà vượt qua r nó sẽ đỡ hơn một phần nào đó nên là cố lên,,nh r c,đời mà chị có nhiều lúc nó badtrip lắm nhưng mà vượt qua rồi nó sẽ đỡ hơn một phần nào đó nên là cố lên
đời còn dài lắm không phải lo cái gì cũng sẽ có cách giải quyết thôi chủ yếu là tương lại nó đến nhanh hay chậm à,,,đời còn dài lắm không phải lo cái gì cũng sẽ có cách giải quyết thôi chủ yếu là tương lại nó đến nhanh hay chậm à
dạa đúng rồi ạ em cũng cố gắng để năm sau từ từ giải quyết từng cái một cho một năm tưng bừng ạ,,,dạa đúng rồi ạ em cũng cố gắng để năm sau từ từ giải quyết từng cái một cho một năm tưng bừng ạ
